"ISBN","Grocery-Title","Book-Price","Image-URL-M","Image-URL-S","Image-URL-L"
"AA178","bradys rusk.","Rs.80 per pcs","data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAoHCBIVEhgSFRcYGBgYHBkaGRkZHBgcGRwZGRwZGhocGBkfJS4lHB4sHxkaJjgmKy8xNTU1HCU7QDs0Py40NTEBDAwMEA8QHhISHjgrISs/MzQ0MTQ/NTQ0NDQ0PzU0NDcxNDQ/NDQxMTU0NDQ0NDQ0NDQ0NDQ0NDQ0NDQ0NDQ0NP/AABEIAL0BCwMBIgACEQEDEQH/xAAcAAABBAMBAAAAAAAAAAAAAAAAAQQFBgIDCAf/xABMEAABAwEEAwkOBgAEAwkAAAABAAIRAwQSITEFQVEUImFxgZGSsdEGBxMXMjM1UlNUcnOhsiNCYsHh8BWTotIWJEM0RGN0goOzwvH/xAAaAQEAAwEBAQAAAAAAAAAAAAAAAQIEAwUG/8QAKxEAAgECBAQHAQEBAQAAAAAAAAECAxETMVGhBBIhMhQVM0FScYEFIuFh/9oADAMBAAIRAxEAPwCirG+NoQ7I8S6I0bYKPgaZ8GzyGflbsHAssY8x7vEcQqKTavc53vjaEXxtC6S3BR9nT6DOxG4KPs6fQZ2K+C9TN5gvjuc23xtCL42hdJbgo+zp9BnYjcFH2dPoM7FOC9R5gvjuc23xtCL42hdJbgo+yp9BnYjcFH2VPoM7EwXqPMF8dzm2+NoRfG0LpPcFD2VPoM7Ebgoeyp9BnYmC9R5gvjuc2XxtCL42hdJ7goezp9BnYjcFD2dPoM7EwXqPMF8dzmy+NoRfG0LpPcFH2dPoM7Ebgo+yp9FnYmC9R5gvjuc2XxtCL42hdJ7go+yp9FnYjcFH2VPos7EwXqPMF8dzmy+NoRfG0LpPcFH2VPos7Ebgo+yp9FnYmC9R5gvjuc2XxtCL42hdJ7goeyp9BnYjcFH2VPos7EwXqPMF8dzmy+NoRfG0LpPcFH2VPos7Ebgo+yp9FnYmC9R5gvjuc2XxtCL42hdJ7goeyp9BnYjcFD2VPoM7EwXqPMF8dzmy+NoRfG0LpLcFH2VPoM7Ebgo+yp9BnYmC9R5gvjuc23xtCL42hdJbgo+zp9BnYjcFH2dPoM7EwXqPMF8dzm2+NoRfG0LpLcFH2dPoM7Ebgo+zp9BnYmC9R5gvjuc23xtCL42hdJbgo+zp9BnYjcFH2dPoM7FGC9R5gvjuc3goVr75VJrdIua1oaLlPBoAGR1BVRcmrOxvpz5oKWpi/I8RXSGjT+BT+Bn2Bc3vyPEV0fozzFP4GfaF1o5swf0Mo/o7lErGU1t9uFNjnBj3lom4wAvPAJIH1Wix5Y8QmtmtQcGyLrnNm6SJGUgkYSCYTlQBUIlEoBUJJRKAVCSUSgFQklEoBUJJQgFQklEoBUJJRKAVCSUIBUiEIAQhEoARKRCAWUSkSShIspJRKRAeL98/0k75dPqKqStnfP8ASTvl0+oqprLLuZ9Bw3px+jF+R4iujtG+Yp/BT+0LnF+R4iujdG+Yp/BT+0K9HNmL+hlH9HSYW3B08CfJnbx5P92LuzzEQGitI067Ba2Mc57PCNY2SCSMw29AxugT9c1Z7FVc6m0vaGvLQXNBvAGMRe1wdardGvTrOIY+DTqAOLbp3zXBxaQZgHI5HFS9gtTalNtRk3XZSCDnGIOWIVpP/wA/4EiTlErS2tthZh4VOZCxnKWUjY2hZhg2pcgwlErPwfClucIUg1yllZeD4QsbnCEASiUXRtbzrGR6zedLgylEpIG1vOlges3nQBKJSADa3nQQNo50uLCyiUADaOdLA2jnUXJsJKJSOga286xa8HMtHL/CXQsZyhAu+sEt5m0JdCwkoWV5uo8qbvM/mCNixqtdV4b+GGl0gC8d6BOJMZwJMA4qHs1e0VKjnuN2nG9G0yJmI4VJVazWB5aLzi2CRhlMCeMnnUPoQMZT8GwPDWucN/mZJJI4JJywU36E2Jqyvfeh0RGo8SeSm9mcDJC3SoRDPGe+d6Sd8un1FVNWzvm+knfLp9RVTWaXcz6DhvTj9GL8jxFdGaN8xT+Bn2hc5vyPEV0Xo3zNP4Kf2hXo5sxf0Mo/o6lNbdkDw/3qTlN7Y2W8q7s8xEA8NY19OzhjXgF12Lrb7sZddGs5lSVK1A4DVgcZg6wo1mjqbKtSs0OL6sXpcSDcEC6CYGr+FlZKgNMVCwsc+HOYYvB5Am9GBOAHIolb2LRROsdIWira2MOJHOou0W0tBE57O1RTq2M/X+VzzLpWLQ3SDeHm7UjtIBVZmkWYtvCeOUGuSZ7VCiyehZv8T41i7Sw41XPCFaqtQ7QpsyOhYjpc8K0P0s4hVqpantyx+v1WsaTb+YFv1CnlFyefpQ6zHHgm1XTDWgOLwASQDjjGcAAnDambbRTeIBB4P4Wi16Op1IvXhdBAumAAccss0knbpmTFq/XIef8AEdIf9Qa/y1NWsbzHXks36fpgwarf9f8AtVdr6AfdLWPDgAQ0PERP6hPUmFXR1obMsJH6d8MOAY/RZ3KovY0RhTfuW93dDTy8K3/X/tWxndHT9q3D4/8AaqB5OBlpwwMg4YZFLTZIA1D+jUqutJexdUY6noY7pKZyqs1+tqMHVtQ/ujp+1Zzu7F5pQGv9T88Y37lvY8AkwNYj+8PUodVk4ET0F/dHTiPCs25nsWoafp+1Zj+pUB7iTDsgMJ1ZzghlPHA3ZywIk482pMV6DAjqejU+6KnHnWdILYzuhZ7RnTbq5V5x4RwBIgAmCARswkZjXjkeRYtrGROCjGloRgRfuer0NLXhevAjaCDHHBwT6nab+AInWvNND1jL4MHwTyAJjC6eTGFYdDWp8B2sAHj4F2pycldnCrBQdkWHSFQNEEwYdBxOqZ+gTPRtY+DYGv8ACCAL5iXEYEkaimlttRffbTrtdUi/ceMGCd6HARgOOcZT+xiQIjky5F3a6Gcm9HneSdqdptY2wyE4VkVPGe+b6Rd8un1FVRWzvmekXfLp9RVTWaXcz6DhvTj9GL8jxFdF6N8zT+Cn9oXOj8jxFdFaO8zT+Bn2hXo5sxf0Mo/o5Wq0+SVtWuuN6V3PMK5arAd1C0GobrWFgpwLt4nyr2eRTehRd4Q1A5xD7u9J3rQ2YujVMlGlrPWfaaRa9ootvGoC5weT+UNAwI49p4FnSqvl91zHMMXIBlpG9e0mccRwRiNSiTbS6loje2Ol3Em7o1/VbbVTxxJPLHUq53WUBuWq71WEjPOQkY3siWySfpGhT8p7Gf8AqaPoo+091ljb/wBUO+AOd1CF5/3M2GnWtHg6gN24929MGWwc+dbrNZrNWstaqGOpOpBpa6+XNc50wwhw8rDVtWnBinZtnPmZZ6/d3Zx5DHu6LR1yo20d3bz5FJg+JxPUAq3/AIVaYnwNTMDyH5kSBEbCFqtFjqMi+x7b3kyCJ1YHWuipQKuUiYtHdTa34gsaP0t7ZUe/TFoOdRx5uxSGjNFVBQtDn0X3w2n4O814N5z4Ia3WcRgmFn0bUfUFNzHsN5ocSx+8DjALxGA1qyjHr0QuxWaXriCHnmb2KzWDT1oNIVQ7yXGm9pAIm7eaROI51VrfoyrSc+WPLGucA+44McA4gOBiIOEcal9CxuF5PvDB/oXDiIxw20dKLfMky00O6R0b9gOXkkjMgZGdqkKenKJEkubxjslVB5w5W/cEr8GuPAepeSq0kek6MWXhtrovwvsdOokdRWupomg7G4Bwtlv2qotcYhLQquaN65wwGRcNXAVbGT7kVwGu1k+/uepRDXPGJOMOEkkn6nam7u5+oPJex3A4FvamFLStdo8snE5w78xjEhOqen62sMI4QZ+h/ZS5Unmgo1Y5M11NC2gEkNDvhc3/AO0Jo/R1oGdJ/IAeolTln7oC4w5gAOu9GPFCyHdHT9R3IWnsUWpP3HNVXsV91gqiBcfti44wDwgQDhks6VjqY7x8/C4DDk4fop5vdBTMi4+cvy7J9ZYHuip6mPPR7VHJDUc9TQ16IsdRlR7nsLWuY5oBjN13CJJjDWpmnQqNBLCAbpgHFswYkcaZaP0n4Z5Y1l2Gl0kzkQMhx7VMUGGcTyDALtFJL/ORwqOTf+sxL16SxjC8+DbUAddJbIkuwOAaXOAPPipqysDYaAIAwj+/uoJ1iph74YZrOaHuZgd60gFxnBoAAw28Kn7MwABucYY45Lr7GdkvQG9C2LXRENA4FsV0VPG++Z6Rd8un1FVNWzvmekXfBT6iqmssu5n0HDenH6MX5HiK6L0b5mn8FP7QudH5HiK6L0b5in8DPtCvRzZi/oZL9HKb20bwjKYy404TTStQMpOeZgRlnmB+67s8tFZ0l4anUpspU799xFR8thjRiJBMnP8ApgLKzU4c4Bga2b0+s5xJcY5sdZJUVau7KgxzKcPL3uut3p/1RMf3YYkdG1WQabb2Ev3xJO/cXxPKcNWCrJf5yLRfUyrU1Xu61n/J1/lnrCtFZqr3daybHXH/AIZ6wrU+5FnkzzvuJad2Nj1Kn2p5oMutFGs21b6kymXNeWtBY/UGuAGJ2cCidHMuOvAuBylri084Tm12i9g8vfGQc8u5pBhb2rs4omdJ2WtUtz203uZ+C0mCTvPBsvBrdZJOQ25p3oSxNFnphrXNcDaDSvxeNS5vXARAwvQMcsyqlV0gWvv3qgeMnXzfA+KJ2rRV0m9xlz6p317GofKiA4YeVwqOS6FyS0ZSqss1scQ5rgKJvEGb7at7Gdc4rd3QuN4WhhI3WxhaAcZwNRuGx7WdIpvb2VvAGq60PfLWgsvve0tLgILzAOJGEHI4pLHSpVXNpXnHwdP8MiQC8kvqEZEQ5xjgYubqRSc80s7HRU22o5N5XN1rqttVOraAXU6tNrPDNJljwIaLutrt6N6cJHKnGgmTYX/+ZZ9GSq7abbXeLj3vcAcQ5xIkaztPCVP6EP8AyJ4bS3/4lHEeixR9RDuo3DlbxYELXafId8L/ALTrWdQ4YnIjjzC12o7xx2NdqnUV4azPY9mbiQkpTcB4Bmg5rGiBcb8I6goHuGY5f3WU8AHEiP360nKSoJMHk8myeBAcInHXkZwWwtGeWyDjqzQxonH+9isQar5LjjvcBdy1D+FsbnCR4AJOqf2C2CduGpQ2SkTncwPxH/B1varVSCq/cqPxHz6g+9qtDFqpdphr9zGtOm1jvBmo+aj3vbOJH5i1uGDQNu3kU3QcdRx1fyoK113Mc7ftaC5t3CTAa28CNeMnlCkLFb6T3imS7GMgRrjPjK72bRlbLWwYDiWSAEsK5U8a75npF3wU+oqpq2d8z0i75dPqKqayy7mfQcN6cfoxfkeIrozRvmKfwM+0LnN+R4iujdG+Yp/BT+0K9HNmL+hlH9HKZ6T827k6wnia6SbNNw4utdzyzzLS1ppUy2/m911olsk8Eqe0UR4MFkEQBsy/uSbaTsFPeGpdMOF0ll4h0HEbMJTrRbC1hbAG+OWsaiVEndItFdR7VflIP0P7qA7qbQw2SuBmKZkQQcxtU9VyVc7obK99G0Na2S6i8NGslpBgcKQ7kXlkeaaOrjwjWwCDgQRPDhw4KzOt7WPpsIMua8tIE5HFscMcWCqOi3021BUe66G5b0mZBGrLOVN2zSFG/RrNeHXA5jmAG9Dp3wnZORhOKpynVsk7W9tdDvQqRjS6tXuvuxp03XcK9DetDoJukXgL73tDcdgCl22be7y6x5Bh9xro3xF2MIwA5+JM6tWyVKrKrqhloaAIMb0lzSZbhi7attudTutu1hTcCSXMIdjJwcAd8IjiujauE8SShFJppdc7XOsHBKbbTu+mthdIWSrUpupgAvcGjenekh7STLsWiAXGcsc4URpVtCzPDKTXmo266+5xujIwBAvgiRMDPjClamkaZaLtZgddEPcIl4GbmCSATMiNajtK2yy16bSXFj2g5Mc7jbOEtnEGcOUq/DYifLJOzbvbb8OfEuEkpRfVJWIS1PaajnNyJJHBexjkmORWDRP/AGAcNrH0pAqHtdppvp02Mp3HMEPdgbx2zmZJnHJTGjRFiY05vtLnjha2ldJ6WC2Vm8Bpq1unUzU/VVne47eZHFHWFja/Nu+F3UedbAMI4ljVG9I24c+C8RZnrNdGZGFhZfIZJ/K3lMBZOOBOwFLZ8GAfpH0AT2HuK8nakAP9nrWT8hOxYsBjDjUEi4TGv+AsCMUpGP8Adi2QP4UgwGR4SAtgb/dS03ze4if/AMTimzg61Vkomu5x4aajjqY3L4hqVks9QE9uHWq1oSnIrAa2s+8qwUqrQADyDXPAttHsR59fvZq0hTZ4QS3FxwIzvRBnZgBzcCcaKsrRXZx6/iaU4pCmXtFQgPI3oJjyhjhOPkj+lS9lsdO+HAQQRETtC0p9EZWTISpYQhB4v3zfSTvl0+oqqK2d870k75dPqKqayy7mfQcN6cfoxfkeIro7RvmKfwU/tC5xfkeIrpDRo/Ap/Az7Qr0c2Yv6GUf03wtNrG8x4E4hN7WN5zLueWVjS+j6FRzKlUebeHMN4tAdBAmCJ/vCtVnaDJxxMgHMYRA2ZLZpuwmsGAPLAx7XuAa1weBO9M5f3ApnZWPaDfIcS5xECAGybg4w2FEsl1LxzHlYOgAY/QpjUx1lpGR2HqKcuqELB1RpUIuV6v3O2Z7y99nplxxLmvqMknMlrcJWA7lrH7sz/NqqxXGZDDiMfRJ4HhP07FfnlqyvKiA/4asvu7f82qsv+H7MP+7t/wA2opvwfCfokc1o/n+UxJasjlRX36Aspw3MDxVX9cJlW7lbOfJssf8AvvVsLwk8IpxJascq0KaO5KmDO58tXhXkLDSljuVGNgRdZDRg1oLHm60K6uOoqD01YHve17G3hDWkAgFpaHDIkYYjLhXCvKUo6nahyxl1K8dUDXxZAnBYVmkiOEfcFI1dGVxdu0z5WOLPVd+pZO0ZXjzZzGtu0TrWHkloze5x69URFobDHT6ro5it1Mb0RsCd2nRVe46KZdLXYS3ODGvXks26Orx5t3Fh2qzhK2RHPG+YyI/v95kMBT//AA2t7N3IEHRdbDePPIq8stC3PHUj3DEnHVJjDIfykLdkqQfYK8n8N4HFOSxZo+v7N+v8rk5JaBTjqN9zkC9nOf8AKd0LO14JbgdY5AnNms1YC6abyD+l2H0TkWGow32sfgcW3TiIGWCcktCMRamvR9Msp1jkfwhgf1x/cVabCGtaCQMuVMaND8N0iL9wgEY70zJBxGpbqTdS2U4uMVcw1Zc0mx7YRNRz3ODnAwAAIZMkapvXXCTOKnLG6XDkVcsNmJeXvukBwLAJvA/mLnTB/KIjC7wwLDo4b8f3UV20M7JVCyhEKSDxXvneknfLp9RVTVt75/pJ3y6fUVUlll3M+g4b04/Ri/I8RXSOjR+BT+Bn2Bc3PyPEV0nowfgUvgZ9gV6ObMX9DKP6b4Te3eQeROoTHSj96GbceQLueYiq6eZWe1jad0NvtNQlzmkMGLrka8s0lFpdqxk4cElYaUqVhUdvPwWsJJaQ5zz6tzPK9zBPrFTlt+CLwBAOBEgGCNR1JJdEWizW+kSY1Dam1zMRyqadZXyN67HHI5LW+yE6jPEVRosmV/wZlFNriczCmtxcBx4CjcOEAfQp1F0QtQmcFrcpsaPGUdaQ6MB1H6qbghAhTY0WdTHdF3YkOiX+o7olLghS4pHEqb/wd/qO6JWD9C1D+V3RKXHQhHLAgqdOhX+o/mPYsRoSpPkv6JUE9CDcwpLqsLtDujyHdErS7Qj/AFH9EqQQj2zqStpqdp6Efra7ouW5uhneo7mKgFa8HByShnArI7QxP5XcxQNDu9Q8xQXK34LgWykyNWCsY0U71TzFZDRn6TzFBdEJZmwSNS3PZAKknWJuWxJWsmE5wnUXRFWDwheS7etY43ADg8Oa0kvGohxcORWzRL5J4uxVKm2KjgwwA9pqXgTi5jfJ2b0DLCeVWnRB3/GD2/sraFJEzCISwiFJQ8T76HpJ3y6fUVUlbu+j6Sf8un1FVFZZdzPoeG9OP0YvyPEV0posfgUvgZ9oXNb8jxFdLaM8xS+Bn2hXo5sxf0Mo/o5hQlsfeeTqyHEFOKLdo98YFpPGR+y7s8xFXsdorvc9z6TmNY4+DbvbzwBqxjEnWY4dk3oprnhpc0sJElhh10TGJGGKBomq9zHOcaYaSXNaWuDhqBwPHhCnqVMNEAQFZtC5k1qzQhVIBCEIAQhCAEIQgBCEIAQhCAEIQgBCEIAQhCAEIQgMXNBzEqO0jSi65rcJgwMs8TwKTSIChaUt7W4sabznuYAWubiySZkbMjkVLaBeTUENIEYzl5M4cql6mi6ZcXDCdQiJ2gakWewlj70gjmOUIy1+g8hELOEiFTxHvo+kn/Lp9RVQVv76PpJ/y6fUVUFll3M+h4b04/SMX5HiK6W0X5il8tn2hc0vyPEV0tovzFL5bPtCvRzZi/oZR/R3CIQlXc8sEIQgBCEIAQhCAEIQgBCEIAQhCAEIQgBCEIAQhCAEIQgESoQgBCEIAQhCAEIQgPDu+l6Sf8un1OVQVv76XpJ/y6fU5VBZZdzPoeG9OP0hHCRC9RsvfRospsYaFQ3WtbMsxugD9l5ehRGTjkRVowq25lker+Neh7vV52JfGvQ93q87F5OhWxJHLwVLTdnrHjXoe71ediPGvQ93q87F5OhMSQ8FS03Z6x416Hu9XnYjxr0Pd6vOxeToTEkPBUtN2eseNeh7vV52I8a9D3erzsXk6ExJDwVLTdnrHjXoe71ediPGvQ93q87F5OhMSQ8FS03Z6x416Hu9XnYjxr0Pd6vOxeToTEkPBUtN2eseNeh7vV52I8a9D3erzsXk6ExJDwVLTdnrHjXoe71ediPGvQ93q87F5OhMSQ8FS03Z6x416Hu9XnYjxr0Pd6vOxeToTEkPBUtN2eseNeh7vV52I8a9D3erzsXk6ExJDwVLTdnrHjXoe71ediPGvQ93q87F5OhMSQ8FS03Z6x416Hu9XnYjxr0Pd6vOxeToTEkPBUtN2eseNeh7vV52I8a9D3erzsXk6ExJDwVLTdnrHjXoe71ediPGvQ93q87F5OhMSQ8FS03Z6x416Hu9XnYk8a9D3erzsXlCExJDwVLTdk13XaabbLUbQ1rmgsY264gnezjhxqFQhUfXqaIx5YqK9j//2Q==","http://images.amazon.com/images/P/0671870432.01.THUMBZZZ.jpg",""
"AA177",".tapal danedar","Rs.290 per pcs","https://cdn.shopify.com/s/files/1/0522/2357/4165/products/WhatsApp-Image-2020-08-17-at-1.40.52-PM.jpg?v=1643781807","http://images.amazon.com/images/P/0425182908.01.THUMBZZZ.jpg",""
"AA176","fresh milk..","Rs.200 per ltr","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRN6jfgqVv0d3QMaEr-6ebsZOP25ymQoBu0Ew&usqp=CAU","http://images.amazon.com/images/P/0679865691.01.THUMBZZZ.jpg",""
"AA175","brown bread.","Rs.150 per pcs","http://gomart.pk/image/cache/data/incoming/uploaded_files/product/400x400/dawn-bread-brown-small-gomart-pakistan-1828-500x500.jpg","http://images.amazon.com/images/P/0195153448.01.THUMBZZZ.jpg",""
"AA174","more bread.","Rs.190 per pcs","https://pbs.twimg.com/media/E6U-3HfWYAMir59?format=jpg&name=large","http://images.amazon.com/images/P/0316748641.01.THUMBZZZ.jpg",""
"AA173","adams butter","Rs.250 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/0/1078925-1.jpg","http://images.amazon.com/images/P/0071416331.01.THUMBZZZ.jpg",""
"AA172","blue band butter","Rs.190 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/a/-/a-1_4.jpg","http://images.amazon.com/images/P/0060177586.01.THUMBZZZ.jpg",""
"AA171","nurpur butter","Rs.230 per pcs","https://cdnprod.mafretailproxy.com/sys-master-root/hf3/hbb/10933932097566/42539_1.jpg_480Wx480H","http://images.amazon.com/images/P/0340767936.01.THUMBZZZ.jpg",""
"AA170","butter","###","https://i0.wp.com/post.healthline.com/wp-content/uploads/2021/04/butter-curls-1296x728-header.jpg?w=1155&h=1528","http://images.amazon.com/images/P/087113375X.01.THUMBZZZ.jpg",""
"AA168","tapal danedar..","Rs.290 per pcs","https://cdn.shopify.com/s/files/1/0522/2357/4165/products/WhatsApp-Image-2020-08-17-at-1.40.52-PM.jpg?v=1643781807","http://images.amazon.com/images/P/0425182908.01.THUMBZZZ.jpg",""
"AA167","fresh milk.","Rs.200 per ltr","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRN6jfgqVv0d3QMaEr-6ebsZOP25ymQoBu0Ew&usqp=CAU","http://images.amazon.com/images/P/0679865691.01.THUMBZZZ.jpg",""
"AA166","dawn rusk.","Rs.95 per pcs","https://www.dawnbread.com.pk/wp-content/uploads/2020/09/crispy-rusk-small.jpg","http://images.amazon.com/images/P/0060973129.01.THUMBZZZ.jpg",""
"AA165","bradys bread..","Rs.150 per pcs","https://cdn.shopify.com/s/files/1/0268/1477/5381/products/9_8f09fdd7-0433-42f0-ba17-13dbca36927b.jpg?v=1610527483","http://images.amazon.com/images/P/0312252617.01.THUMBZZZ.jpg",""
"AA164","adams butter..","Rs.250 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/0/1078925-1.jpg","http://images.amazon.com/images/P/0071416331.01.THUMBZZZ.jpg",""
"AA163","blue band butter..","Rs.190 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/a/-/a-1_4.jpg","http://images.amazon.com/images/P/0060177586.01.THUMBZZZ.jpg",""
"AA162","mitchells jam..","Rs.230 per jar","https://www.mitchells.com.pk/wp-content/uploads/2019/06/fig.jpg","http://images.amazon.com/images/P/8445071408.01.THUMBZZZ.jpg",""
